geo,TIME_PERIOD,age,births,population,births_per_woman
AD,2006,Y15,0,374.0,0.0
AD,2007,Y15,0,391.0,0.0
AD,2008,Y15,0,376.0,0.0
AD,2009,Y15,0,337.0,0.0
AD,2010,Y15,0,353.0,0.0
AL,2013,Y15,26,22550.0,0.0011529933481152993
AL,2014,Y15,29,23767.0,0.0012201792401228594
AL,2015,Y15,21,22024.0,0.0009535052669814748
AL,2016,Y15,26,18221.0,0.0014269249766752647
AL,2017,Y15,16,20713.0,0.00077246173900449
AL,2018,Y15,20,18708.0,0.0010690613641223007
AL,2020,Y15,17,17631.0,0.0009642107651296012
AL,2021,Y15,28,16054.0,0.0017441136165441634
AL,2022,Y15,22,15546.0,0.0014151550238003345
AL,2023,Y15,23,15988.0,0.0014385789342006505
AM,2018,Y15,10,16571.0,0.0006034638826866212
AM,2019,Y15,7,16578.0,0.0004222463505851128
AT,1960,Y15,63,39851.0,0.0015808888108203056
AT,1961,Y15,78,46357.0,0.0016825937830316888
AT,1962,Y15,88,53743.0,0.0016374225480527698
AT,1963,Y15,108,52193.0,0.0020692430019351254
AT,1964,Y15,88,49080.0,0.0017929910350448248
AT,1965,Y15,65,48154.0,0.0013498359430161564
AT,1966,Y15,55,47022.0,0.001169665263068351
AT,1967,Y15,59,47993.0,0.0012293459462838332
AT,1968,Y15,64,48397.0,0.001322396016282001
AT,1969,Y15,59,49304.0,0.0011966574720103846
AT,1970,Y15,79,51382.0,0.001537503405861975
AT,1971,Y15,90,54274.0,0.001658252570291484
AT,1972,Y15,99,55521.0,0.0017831090938563786
AT,1973,Y15,114,56678.0,0.002011362433395674
AT,1974,Y15,123,58854.0,0.0020899174227750027
AT,1975,Y15,91,60811.0,0.0014964397888539902
AT,1976,Y15,67,63597.0,0.0010535088133088039
AT,1977,Y15,72,64309.0,0.0011195944580074328
AT,1978,Y15,78,65586.0,0.0011892781996157716
AT,1979,Y15,60,65277.0,0.0009191598878624937
AT,1980,Y15,69,63137.0,0.0010928615550311227
AT,1981,Y15,54,62229.0,0.0008677626187147472
AT,1982,Y15,46,61882.0,0.0007433502472447562
AT,1984,Y15,46,59225.0,0.0007766990291262136
AT,1985,Y15,37,54861.0,0.0006744317456845483
AT,1986,Y15,33,53290.0,0.0006192531431788328
AT,1987,Y15,41,50317.0,0.0008148339527396307
AT,1988,Y15,40,46606.0,0.0008582585933141656
AT,1989,Y15,45,46277.0,0.0009724052985284267
AT,1990,Y15,39,44950.0,0.0008676307007786429
AT,1991,Y15,49,42741.0,0.0011464401862380383
AT,1992,Y15,50,42539.0,0.0011753919932297422
AT,1993,Y15,34,42856.0,0.0007933544894530521
AT,1994,Y15,25,43342.0,0.0005768077153800009
AT,1995,Y15,35,46090.0,0.0007593838142764157
AT,1996,Y15,26,47990.0,0.0005417795374036258
AT,1997,Y15,32,48424.0,0.0006608293408227325
AT,1998,Y15,26,46299.0,0.0005615672044752587
AT,1999,Y15,27,46525.0,0.0005803331542181623
AT,2000,Y15,30,45366.0,0.0006612881893929374
AT,2001,Y15,51,45791.0,0.0011137559782490008
AT,2002,Y15,45,45848.0,0.00098150410050602
AT,2003,Y15,30,46404.0,0.0006464959917248513
AT,2004,Y15,43,47269.0,0.0009096871099452072
AT,2005,Y15,20,47655.0,0.00041968313922988144
AT,2006,Y15,38,48831.0,0.0007781941799266859
AT,2007,Y15,25,48355.0,0.0005170096163788646
AT,2008,Y15,28,48134.0,0.0005817093946067229
AT,2009,Y15,29,46931.0,0.00061792844814728
AT,2010,Y15,35,45589.0,0.0007677290574480686
AT,2011,Y15,18,45779.0,0.0003931933856134909
AT,2012,Y15,18,43961.0,0.00040945383408020746
AT,2013,Y15,19,42500.0,0.0004470588235294118
AT,2014,Y15,32,41122.0,0.0007781722678858032
AT,2015,Y15,20,41404.0,0.00048304511641387304
AT,2016,Y15,18,40284.0,0.00044682752457551384
AT,2017,Y15,17,41979.0,0.00040496438695538246
AT,2018,Y15,10,41027.0,0.00024374192604869965
AT,2019,Y15,10,41890.0,0.00023872045834328001
AT,2020,Y15,13,41719.0,0.00031160861957381527
AT,2021,Y15,17,41812.0,0.00040658184253324406
AT,2022,Y15,9,41096.0,0.00021899941600155733
AT,2023,Y15,11,42242.0,0.0002604043369158657
AZ,2016,Y15,150,57866.0,0.0025921957626239933
AZ,2018,Y15,97,61738.0,0.001571155528199812
AZ,2019,Y15,116,56375.0,0.002057649667405765
AZ,2021,Y15,0,56620.0,0.0
BE,1960,Y15,40,60230.0,0.0006641208699983397
BE,1961,Y15,48,70401.0,0.0006818084970383944
BE,1962,Y15,41,69457.0,0.0005902932749758844
BE,1963,Y15,51,69929.0,0.0007293111584607244
BE,1964,Y15,44,68130.0,0.0006458241596947013
BE,1965,Y15,49,68549.0,0.0007148171381055887
BE,1966,Y15,56,68406.0,0.0008186416396222554
BE,1967,Y15,63,70298.0,0.0008961848132237048
BE,1968,Y15,36,70612.0,0.0005098283577862119
BE,1969,Y15,81,72213.0,0.0011216816916621661
BE,1970,Y15,64,73218.0,0.0008741019967767489
BE,1971,Y15,68,73997.0,0.0009189561738989419
BE,1972,Y15,74,74769.0,0.00098971498883227
BE,1973,Y15,77,75935.0,0.0010140251530914599
BE,1974,Y15,81,77845.0,0.0010405292568565739
BE,1975,Y15,81,76561.0,0.001057979911443163
BE,1976,Y15,83,77869.0,0.0010658927172559041
BE,1977,Y15,54,76752.0,0.0007035647279549719
BE,1978,Y15,65,78353.0,0.0008295789567725549
BE,1979,Y15,66,79263.0,0.0008326709814162976
BE,1980,Y15,58,76100.0,0.0007621550591327201
BE,1981,Y15,62,73570.0,0.0008427348103846676
BE,1982,Y15,53,70475.0,0.0007520397304008514
BE,1983,Y15,50,69200.0,0.000722543352601156
BE,1984,Y15,49,68952.0,0.0007106392852999188
BE,1985,Y15,57,68699.0,0.0008297064003842851
BE,1986,Y15,51,68266.0,0.0007470776081797674
BE,1987,Y15,40,65674.0,0.0006090690379754545
BE,1988,Y15,34,62746.0,0.0005418672106588468
BE,1989,Y15,41,60276.0,0.0006802043931249585
BE,1990,Y15,29,57930.0,0.0005006041774555498
BE,1991,Y15,28,58809.0,0.00047611760104745873
BE,1992,Y15,32,59636.0,0.000536588637735596
BE,1993,Y15,26,60157.0,0.0004322024037102914
BE,1994,Y15,38,60221.0,0.000631009116421182
BE,1995,Y15,26,61469.0,0.0004229774357806374
BE,1996,Y15,29,60989.0,0.000475495581170375
BE,1997,Y15,23,59514.0,0.0003864636892159828
BE,1998,Y15,28,58163.0,0.0004814057046576002
BE,1999,Y15,27,57888.0,0.0004664179104477612
BE,2000,Y15,35,57216.0,0.0006117170022371365
BE,2001,Y15,36,58568.0,0.0006146701270318262
BE,2002,Y15,49,59195.0,0.0008277726159303995
BE,2003,Y15,37,60739.0,0.0006091637992064406
BE,2004,Y15,45,61507.0,0.0007316240427918773
BE,2005,Y15,39,63037.0,0.0006186842647968653
BE,2006,Y15,38,64035.0,0.0005934254704458499
BE,2007,Y15,32,63470.0,0.0005041752008823066
BE,2008,Y15,54,61625.0,0.0008762677484787018
BE,2009,Y15,52,59271.0,0.0008773261797506369
BE,2010,Y15,40,59472.0,0.0006725854183481302
BE,2011,Y15,29,60838.0,0.0004766757618593642
BE,2012,Y15,35,61010.0,0.0005736764464841829
BE,2013,Y15,23,60252.0,0.0003817300670517161
BE,2014,Y15,26,60149.0,0.00043225988794493676
BE,2015,Y15,25,61017.0,0.00040972188078732154
BE,2016,Y15,22,60549.0,0.0003633420865745099
BE,2017,Y15,24,59557.0,0.0004029753009721779
BE,2018,Y15,27,60351.0,0.0004473828105582343
BE,2019,Y15,19,61950.0,0.0003066989507667474
BE,2020,Y15,15,63096.0,0.00023773297831875236
BE,2021,Y15,18,65390.0,0.0002752714482336749
BE,2022,Y15,16,66035.0,0.00024229575225259332
BE,2023,Y15,13,67873.0,0.0001915341888527102
BG,1978,Y15,436,60793.0,0.007171878341256394
BG,1979,Y15,504,58942.0,0.008550778731634488
BG,1980,Y15,471,58364.0,0.008070043177301076
BG,1981,Y15,414,56090.0,0.007380994829737921
BG,1982,Y15,611,56516.0,0.010811097742232288
BG,1983,Y15,603,64480.0,0.009351736972704715
BG,1984,Y15,629,65304.0,0.00963187553595492
BG,1985,Y15,652,63172.0,0.010321028303678845
BG,1986,Y15,539,62690.0,0.008597862498006061
BG,1987,Y15,525,60590.0,0.008664796170985312
BG,1988,Y15,621,64250.0,0.009665369649805447
BG,1989,Y15,679,69881.0,0.009716518080737254
BG,1990,Y15,754,65487.0,0.011513735550567289
BG,1991,Y15,1249,64819.0,0.01926904148474984
BG,1992,Y15,865,62893.0,0.013753517879573244
BG,1993,Y15,838,60218.0,0.013916104819157062
BG,1994,Y15,793,59533.0,0.01332034333898846
BG,1995,Y15,666,56790.0,0.011727416798732172
BG,1996,Y15,633,55386.0,0.01142888094464305
BG,1997,Y15,528,54432.0,0.009700176366843033
BG,1998,Y15,568,54015.0,0.010515597519207628
BG,1999,Y15,585,53708.0,0.010892232069710286
BG,2000,Y15,605,52132.0,0.01160515614210082
BG,2001,Y15,543,52991.0,0.01024702307939084
BG,2002,Y15,474,50741.0,0.009341558108827181
BG,2003,Y15,485,50102.0,0.00968025228533791
BG,2004,Y15,528,49085.0,0.010756850361617602
BG,2005,Y15,598,45953.0,0.013013296193937283
BG,2006,Y15,560,42215.0,0.013265426980930948
BG,2007,Y15,554,39640.0,0.013975782038345106
BG,2008,Y15,583,37544.0,0.015528446622629448
BG,2009,Y15,614,35045.0,0.01752033100299615
BG,2010,Y15,484,31816.0,0.01521247171234599
BG,2011,Y15,460,31462.0,0.014620812408619923
BG,2012,Y15,398,27951.0,0.01423920432184895
BG,2013,Y15,369,28717.0,0.012849531636312986
BG,2014,Y15,476,31077.0,0.01531679377031245
BG,2015,Y15,447,31198.0,0.014327841528303097
BG,2016,Y15,407,28460.0,0.014300773014757554
BG,2017,Y15,372,27151.0,0.013701152812051122
BG,2018,Y15,372,28033.0,0.013270074554988763
BG,2019,Y15,392,28400.0,0.01380281690140845
BG,2020,Y15,337,28648.0,0.011763473889974868
BG,2021,Y15,376,29467.0,0.012760036651169104
BG,2022,Y15,369,30938.0,0.011927079966384382
BG,2023,Y15,314,32126.0,0.009774014816659404
BY,2018,Y15,20,42387.0,0.00047184278198504257
CH,1960,Y15,13,42158.0,0.0003083637743725983
CH,1961,Y15,22,42707.0,0.0005151380335776337
CH,1962,Y15,26,44806.0,0.0005802794268624738
CH,1963,Y15,19,46834.0,0.0004056881752572917
CH,1964,Y15,39,46301.0,0.0008423144208548411
CH,1965,Y15,29,46140.0,0.0006285218899003035
CH,1966,Y15,26,43824.0,0.0005932822197882439
CH,1967,Y15,21,44167.0,0.000475468109674644
CH,1968,Y15,20,43229.0,0.0004626523861296815
CH,1969,Y15,17,42893.0,0.00039633506632783905
CH,1970,Y15,15,43246.0,0.0003468528881283818
CH,1971,Y15,18,44478.0,0.0004046944556859571
CH,1972,Y15,26,45617.0,0.0005699629524080935
CH,1973,Y15,15,45722.0,0.00032806963824854555
CH,1974,Y15,13,46365.0,0.00028038391027714873
CH,1975,Y15,10,46849.0,0.00021345172789173728
CH,1976,Y15,12,47736.0,0.00025138260432378077
CH,1977,Y15,10,48404.0,0.00020659449632261795
CH,1978,Y15,8,50176.0,0.00015943877551020407
CH,1979,Y15,10,51005.0,0.00019605920988138416
CH,1980,Y15,12,49949.0,0.00024024504995094997
CH,1981,Y15,10,49706.0,0.00020118295577998632
CH,1982,Y15,9,48163.0,0.0001868654361231651
CH,1983,Y15,8,47103.0,0.0001698405621722608
CH,1984,Y15,11,45353.0,0.00024254183846713557
CH,1985,Y15,4,43818.0,9.128668583687069e-05
CH,1986,Y15,5,42866.0,0.00011664256053748891
CH,1987,Y15,7,40809.0,0.00017153078977676493
CH,1988,Y15,4,39015.0,0.00010252466999871845
CH,1989,Y15,3,38351.0,7.822481812729786e-05
CH,1990,Y15,4,36859.0,0.00010852166363710356
CH,1991,Y15,3,36580.0,8.201202843083653e-05
CH,1992,Y15,1,36602.0,2.7320911425605157e-05
CH,1993,Y15,4,36715.0,0.00010894729674519951
CH,1994,Y15,3,37950.0,7.905138339920949e-05
CH,1995,Y15,3,39270.0,7.639419404125286e-05
CH,1996,Y15,4,38968.0,0.00010264832683227263
CH,1997,Y15,4,39933.0,0.00010016778103323066
CH,1998,Y15,5,39125.0,0.00012779552715654952
CH,1999,Y15,4,39637.0,0.00010091581098468603
CH,2000,Y15,8,40391.0,0.0001980639251318363
CH,2001,Y15,4,40840.0,9.79431929480901e-05
CH,2002,Y15,3,40522.0,7.403385815112778e-05
CH,2003,Y15,3,42451.0,7.066971331652965e-05
CH,2004,Y15,3,42637.0,7.036142317705279e-05
CH,2005,Y15,12,43461.0,0.0002761096155173604
CH,2006,Y15,8,43671.0,0.00018318792791555035
CH,2007,Y15,7,43889.0,0.0001594932671056529
CH,2008,Y15,8,42214.0,0.000189510588904155
CH,2009,Y15,9,41977.0,0.0002144031255211187
CH,2010,Y15,7,41576.0,0.00016836636521069847
CH,2011,Y15,7,42249.0,0.00016568439489692065
CH,2012,Y15,8,41352.0,0.0001934610176049526
CH,2013,Y15,7,40948.0,0.0001709485200742405
CH,2014,Y15,3,40728.0,7.365939893930465e-05
CH,2015,Y15,7,41052.0,0.00017051544382734094
CH,2016,Y15,2,39113.0,5.113389410170532e-05
CH,2017,Y15,0,39326.0,0.0
CH,2018,Y15,3,39340.0,7.62582613116421e-05
CH,2019,Y15,2,40245.0,4.969561436203255e-05
CH,2020,Y15,1,40235.0,2.4853982850751832e-05
CH,2021,Y15,2,40645.0,4.9206544470414565e-05
CH,2022,Y15,3,41501.0,7.228741476109009e-05
CH,2023,Y15,6,42512.0,0.00014113662024840045
CY,1993,Y15,7,4604.0,0.0015204170286707212
CY,1994,Y15,3,4808.0,0.0006239600665557404
CY,1995,Y15,0,5209.0,0.0
CY,1996,Y15,3,5123.0,0.0005855943782939684
CY,1997,Y15,6,5402.0,0.0011106997408367272
CY,1998,Y15,1,5608.0,0.0001783166904422254
CY,1999,Y15,1,5644.0,0.00017717930545712261
CY,2000,Y15,0,5459.0,0.0
CY,2001,Y15,5,5517.0,0.0009062896501721951
CY,2002,Y15,3,5221.0,0.0005746025665581306
CY,2003,Y15,1,5498.0,0.00018188432157148054
CY,2004,Y15,2,5201.0,0.0003845414343395501
CY,2005,Y15,1,5524.0,0.00018102824040550325
CY,2006,Y15,0,5382.0,0.0
CY,2007,Y15,0,5990.0,0.0
CY,2008,Y15,2,5701.0,0.00035081564637782847
CY,2009,Y15,1,5629.0,0.00017765144785930004
CY,2010,Y15,2,5377.0,0.0003719546215361726
CY,2011,Y15,5,5365.0,0.0009319664492078285
CY,2012,Y15,7,5183.0,0.0013505691684352692
CY,2013,Y15,3,4790.0,0.0006263048016701461
CY,2014,Y15,1,4682.0,0.00021358393848782572
CY,2015,Y15,1,4627.0,0.0002161227577263886
CY,2016,Y15,2,4553.0,0.0004392708104546453
CY,2017,Y15,3,4240.0,0.0007075471698113207
CY,2018,Y15,2,4324.0,0.00046253469010175765
CY,2019,Y15,2,4370.0,0.0004576659038901602
CY,2020,Y15,2,4465.0,0.0004479283314669653
CY,2021,Y15,1,4436.0,0.0002254283137962128
CY,2022,Y15,1,4405.0,0.00022701475595913735
CY,2023,Y15,2,4588.0,0.00043591979075850045
CZ,1993,Y15,55,85053.0,0.0006466556147343421
CZ,1994,Y15,37,81865.0,0.0004519635986074635
CZ,1995,Y15,39,73073.0,0.0005337128624799857
CZ,1996,Y15,33,68896.0,0.0004789828146771946
CZ,1997,Y15,31,67873.0,0.00045673537341800127
CZ,1998,Y15,18,65553.0,0.0002745869754244657
CZ,1999,Y15,27,65453.0,0.00041250973981330115
CZ,2000,Y15,27,65248.0,0.000413805787150564
CZ,2001,Y15,28,64062.0,0.0004370765820611283
CZ,2002,Y15,38,62708.0,0.0006059832876188046
CZ,2003,Y15,48,64069.0,0.0007491922770762772
CZ,2004,Y15,33,62091.0,0.000531477991979514
CZ,2005,Y15,46,63244.0,0.0007273417241161217
CZ,2006,Y15,26,62273.0,0.0004175164196361184
CZ,2007,Y15,36,58965.0,0.0006105316713304503
CZ,2008,Y15,30,58860.0,0.0005096839959225281
CZ,2009,Y15,39,52121.0,0.0007482588591930316
CZ,2010,Y15,29,46822.0,0.0006193669642475759
CZ,2011,Y15,29,44210.0,0.0006559601900022619
CZ,2012,Y15,29,44214.0,0.0006559008458859184
CZ,2013,Y15,24,43913.0,0.0005465351945893016
CZ,2014,Y15,25,43636.0,0.0005729214410120085
CZ,2015,Y15,33,43873.0,0.0007521710391356871
CZ,2016,Y15,25,44665.0,0.0005597223777006605
CZ,2017,Y15,33,45592.0,0.0007238111949464818
CZ,2018,Y15,32,46098.0,0.0006941732830057703
CZ,2019,Y15,45,47908.0,0.0009393003256241129
CZ,2020,Y15,35,50521.0,0.0006927812196908216
CZ,2021,Y15,30,51748.0,0.0005797325500502435
CZ,2022,Y15,27,56655.0,0.0004765687053216839
CZ,2023,Y15,26,61463.0,0.00042301872671363257
DE,1960,Y15,220,276059.0,0.0007969310908175426
DE,1961,Y15,283,322048.0,0.0008787509936406995
DE,1962,Y15,348,347911.0,0.0010002558125497612
DE,1963,Y15,331,368174.0,0.0008990314362230902
DE,1964,Y15,345,386747.0,0.0008920560469764472
DE,1965,Y15,338,386092.0,0.0008754390145353957
DE,1966,Y15,346,378465.0,0.0009142192805147107
DE,1967,Y15,333,382158.0,0.0008713673402100701
DE,1968,Y15,361,379348.0,0.0009516328015437013
DE,1969,Y15,385,390591.0,0.0009856857940915176
DE,1970,Y15,469,392784.0,0.0011940404904476761
DE,1971,Y15,553,407521.0,0.0013569852841939433
DE,1972,Y15,626,424454.0,0.0014748359068356052
DE,1973,Y15,644,434283.0,0.0014829040049921364
DE,1974,Y15,549,456853.0,0.0012016994525591383
DE,1975,Y15,493,472277.0,0.0010438789100464345
DE,1976,Y15,435,486933.0,0.0008933467232658292
DE,1977,Y15,375,489989.0,0.0007653233031761937
DE,1978,Y15,362,509485.0,0.0007105214088736666
DE,1979,Y15,401,516835.0,0.0007758762467712133
DE,1980,Y15,372,508808.0,0.0007311205798650965
DE,1981,Y15,293,510976.0,0.0005734124498997996
DE,1982,Y15,295,496272.0,0.0005944320856304607
DE,1983,Y15,258,477927.0,0.0005398313968451249
DE,1984,Y15,239,445326.0,0.000536685484341808
DE,1985,Y15,230,394607.0,0.0005828583882191649
DE,1986,Y15,213,377574.0,0.0005641278265982297
DE,1987,Y15,198,338195.0,0.0005854610505773297
DE,1988,Y15,240,300176.0,0.0007995309418474495
DE,1989,Y15,252,295358.0,0.0008532018770441295
DE,1990,Y15,238,290446.0,0.0008194294292226437
DE,1991,Y15,341,391255.0,0.0008715543571328162
DE,1992,Y15,338,400631.0,0.0008436691119758581
DE,1993,Y15,365,408178.0,0.0008942177187403535
DE,1994,Y15,361,417963.0,0.0008637128166847305
DE,1995,Y15,327,445109.0,0.0007346515123261943
DE,1996,Y15,382,445677.0,0.0008571229836854942
DE,1997,Y15,347,448905.0,0.0007729920584533475
DE,1998,Y15,348,438961.0,0.0007927811354539469
DE,1999,Y15,341,435691.0,0.0007826647784783253
DE,2000,Y15,401,439440.0,0.0009125250318587293
DE,2001,Y15,454,455794.0,0.000996064011373559
DE,2002,Y15,455,464179.0,0.000980225301015341
DE,2003,Y15,406,476175.0,0.000852627710400588
DE,2004,Y15,381,464691.0,0.0008198996752680814
DE,2005,Y15,384,469193.0,0.0008184265323651461
DE,2006,Y15,323,427231.0,0.000756031280501649
DE,2007,Y15,339,411169.0,0.000824478499108639
DE,2008,Y15,317,399990.0,0.0007925198129953249
DE,2009,Y15,244,383966.0,0.0006354729324992317
DE,2010,Y15,230,379667.0,0.0006057940247638061
DE,2011,Y15,267,389397.0,0.0006856755444957203
DE,2012,Y15,253,397843.0,0.0006359292484723873
DE,2013,Y15,275,386794.0,0.0007109727658650341
DE,2014,Y15,278,379448.0,0.0007326432080285045
DE,2015,Y15,305,382051.0,0.0007983227370167857
DE,2016,Y15,316,370038.0,0.0008539663494019533
DE,2017,Y15,252,365234.0,0.0006899686228554844
DE,2018,Y15,194,362548.0,0.0005351015589659852
DE,2019,Y15,206,365061.0,0.000564289255768214
DE,2020,Y15,233,359517.0,0.0006480917453138516
DE,2021,Y15,202,356227.0,0.0005670541536716756
DE_TOT,1960,Y15,349,357646.0,0.0009758252573774068
DE_TOT,1961,Y15,434,391990.0,0.0011071711013036047
DE_TOT,1962,Y15,507,439189.0,0.0011544004972802143
DE_TOT,1963,Y15,503,461892.0,0.0010889991599767911
DE_TOT,1964,Y15,518,495560.0,0.0010452821050932278
DE_TOT,1965,Y15,514,508046.0,0.0010117194112344158
DE_TOT,1966,Y15,489,504735.0,0.0009688252251181313
DE_TOT,1967,Y15,492,509907.0,0.0009648818313927834
DE_TOT,1968,Y15,531,507606.0,0.0010460869256864575
DE_TOT,1969,Y15,554,518889.0,0.0010676657242685815
DE_TOT,1970,Y15,642,521130.0,0.001231938287951183
DE_TOT,1971,Y15,772,534421.0,0.0014445540126604307
DE_TOT,1972,Y15,818,548938.0,0.0014901500715927846
DE_TOT,1973,Y15,824,559265.0,0.0014733623595254487
DE_TOT,1974,Y15,692,591236.0,0.0011704294055165788
DE_TOT,1975,Y15,647,609329.0,0.0010618237438231235
DE_TOT,1976,Y15,595,628199.0,0.0009471520967082088
DE_TOT,1977,Y15,527,630152.0,0.0008363061610532062
DE_TOT,1978,Y15,498,651564.0,0.0007643147871889791
DE_TOT,1979,Y15,568,655017.0,0.0008671530662562957
DE_TOT,1980,Y15,558,641162.0,0.0008702948708750675
DE_TOT,1981,Y15,456,638002.0,0.000714731301782753
DE_TOT,1982,Y15,446,616480.0,0.0007234622372177524
DE_TOT,1983,Y15,397,593874.0,0.0006684919696770695
DE_TOT,1984,Y15,363,558461.0,0.0006500006267223673
DE_TOT,1985,Y15,366,507276.0,0.0007215007215007215
DE_TOT,1986,Y15,335,488488.0,0.0006857896202158497
DE_TOT,1987,Y15,310,433253.0,0.0007155172612768983
DE_TOT,1988,Y15,361,385350.0,0.000936810691579084
DE_TOT,1989,Y15,375,379454.0,0.0009882620818333712
DE_TOT,1990,Y15,301,374329.0,0.0008041054794044811
DE_TOT,1991,Y15,341,391255.0,0.0008715543571328162
DE_TOT,1992,Y15,338,400631.0,0.0008436691119758581
DE_TOT,1993,Y15,365,408178.0,0.0008942177187403535
DE_TOT,1994,Y15,361,417963.0,0.0008637128166847305
DE_TOT,1995,Y15,327,445109.0,0.0007346515123261943
DE_TOT,1996,Y15,382,445677.0,0.0008571229836854942
DE_TOT,1997,Y15,347,448905.0,0.0007729920584533475
DE_TOT,1998,Y15,348,438961.0,0.0007927811354539469
DE_TOT,1999,Y15,341,435691.0,0.0007826647784783253
DE_TOT,2000,Y15,401,439440.0,0.0009125250318587293
DE_TOT,2001,Y15,454,455794.0,0.000996064011373559
DE_TOT,2002,Y15,455,464179.0,0.000980225301015341
DE_TOT,2003,Y15,406,476175.0,0.000852627710400588
DE_TOT,2004,Y15,381,464691.0,0.0008198996752680814
DE_TOT,2005,Y15,384,469193.0,0.0008184265323651461
DE_TOT,2006,Y15,323,427231.0,0.000756031280501649
DE_TOT,2007,Y15,339,411169.0,0.000824478499108639
DE_TOT,2008,Y15,317,399990.0,0.0007925198129953249
DE_TOT,2009,Y15,244,383966.0,0.0006354729324992317
DE_TOT,2010,Y15,230,379667.0,0.0006057940247638061
DE_TOT,2011,Y15,267,389397.0,0.0006856755444957203
DE_TOT,2012,Y15,253,397843.0,0.0006359292484723873
DE_TOT,2013,Y15,275,386794.0,0.0007109727658650341
DE_TOT,2014,Y15,278,379448.0,0.0007326432080285045
DE_TOT,2015,Y15,305,382051.0,0.0007983227370167857
DE_TOT,2016,Y15,316,370038.0,0.0008539663494019533
DE_TOT,2017,Y15,252,365234.0,0.0006899686228554844
DE_TOT,2018,Y15,194,362548.0,0.0005351015589659852
DE_TOT,2019,Y15,206,365061.0,0.000564289255768214
DE_TOT,2020,Y15,233,359517.0,0.0006480917453138516
DE_TOT,2021,Y15,202,356227.0,0.0005670541536716756
DK,1960,Y15,11,43701.0,0.00025171048717420656
DK,1961,Y15,3,43876.0,6.837450998267846e-05
DK,1962,Y15,0,42148.0,0.0
DK,1964,Y15,14,37203.0,0.00037631373813939734
DK,1965,Y15,5,37713.0,0.00013258027735794023
DK,1966,Y15,4,35526.0,0.00011259359342453415
DK,1967,Y15,0,36361.0,0.0
DK,1968,Y15,8,36522.0,0.00021904605443294454
DK,1969,Y15,5,36052.0,0.0001386885609674914
DK,1970,Y15,11,36092.0,0.0003047766818131442
DK,1971,Y15,17,36435.0,0.000466584328255798
DK,1972,Y15,16,35825.0,0.00044661549197487786
DK,1973,Y15,23,35809.0,0.000642296629338993
DK,1974,Y15,22,35496.0,0.0006197881451431147
DK,1975,Y15,18,36611.0,0.0004916555133702986
DK,1976,Y15,24,36657.0,0.0006547180620345364
DK,1977,Y15,9,37322.0,0.00024114463319221906
DK,1978,Y15,14,39551.0,0.00035397335086344214
DK,1979,Y15,13,39836.0,0.0003263379857415403
DK,1980,Y15,14,41145.0,0.00034026005589986633
DK,1981,Y15,8,42506.0,0.00018820872347433302
DK,1982,Y15,9,39404.0,0.00022840320779616283
DK,1983,Y15,2,35877.0,5.574602112774201e-05
DK,1984,Y15,6,34503.0,0.00017389792191983307
DK,1985,Y15,4,34684.0,0.00011532695190866105
DK,1986,Y15,5,36426.0,0.00013726459122604732
DK,1987,Y15,9,36932.0,0.00024369110798223763
DK,1988,Y15,9,35119.0,0.00025627153392750364
DK,1989,Y15,4,35030.0,0.00011418783899514702
DK,1990,Y15,5,35688.0,0.00014010311589329746
DK,1991,Y15,4,32085.0,0.00012466884837151316
DK,1992,Y15,8,30754.0,0.00026012876373805033
DK,1993,Y15,5,30886.0,0.00016188564398109175
DK,1994,Y15,11,29640.0,0.00037112010796221324
DK,1995,Y15,3,28861.0,0.00010394650220020096
DK,1996,Y15,6,27100.0,0.00022140221402214023
DK,1997,Y15,6,26826.0,0.00022366360993066427
DK,1998,Y15,1,26205.0,3.816065636328945e-05
DK,1999,Y15,4,26748.0,0.00014954389113204725
DK,2000,Y15,4,27805.0,0.00014385901816220105
DK,2001,Y15,4,28425.0,0.0001407211961301671
DK,2002,Y15,6,28672.0,0.00020926339285714285
DK,2003,Y15,6,30118.0,0.00019921641543263165
DK,2004,Y15,9,31453.0,0.000286141226592058
DK,2005,Y15,11,32484.0,0.0003386282477527398
DK,2006,Y15,5,32779.0,0.00015253668507275999
DK,2007,Y15,8,34144.0,0.00023430178069353328
DK,2008,Y15,3,34013.0,8.820156998794579e-05
DK,2009,Y15,10,35386.0,0.0002825976374837506
DK,2010,Y15,7,34982.0,0.000200102910068035
DK,2011,Y15,4,33906.0,0.00011797322007904206
DK,2012,Y15,4,33740.0,0.00011855364552459988
DK,2013,Y15,5,33040.0,0.0001513317191283293
DK,2014,Y15,5,33185.0,0.00015067048365225252
DK,2015,Y15,2,33581.0,5.955748786516185e-05
DK,2016,Y15,4,32872.0,0.00012168410805548795
DK,2017,Y15,3,32152.0,9.330679273451107e-05
DK,2018,Y15,0,32753.0,0.0
DK,2019,Y15,1,32976.0,3.0325084910237748e-05
DK,2020,Y15,3,33113.0,9.059885845438347e-05
DK,2021,Y15,1,33429.0,2.991414639983248e-05
DK,2022,Y15,0,33208.0,0.0
DK,2023,Y15,3,33853.0,8.861843854311287e-05
EA19,2006,Y15,1485,1807619.0,0.0008215226770685636
EA19,2007,Y15,1462,1785027.0,0.0008190352302794299
EA19,2008,Y15,1459,1727942.0,0.0008443570443915362
EA19,2009,Y15,1320,1693138.0,0.0007796174913090369
